No.,입고일,거래처,거래처명,품목군,품목코드,품목정보,구분,입고구분,매입구분,화폐,입고량,단가,금액,환율,환산금액,정산구분,정산수량,입고창고,입고전표번호,접수번호,DO번호,비고,사업장,최종수정자,최종수정일시,등록프로그램
78.0,20240104.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,100800,15.0,1512000,1.0,1512000,정산완료,100800.0,경유창고,O1202401040022,PA202401040020,DO202401040022,코지텍 직납,㈜삼광,품질공용,20240104142252.0,수입검사등록확인
79.0,20240104.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,80640,15.0,1209600,1.0,1209600,정산완료,80640.0,경유창고,O1202401040024,PA202401040019,DO202401040021,삼광윈테크 직납,㈜삼광,품질공용,20240104142253.0,수입검사등록확인
80.0,20240104.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,56000,15.0,840000,1.0,840000,정산완료,56000.0,경유창고,O1202401040023,PA202401040019,DO202401040020,삼광윈테크 직납,㈜삼광,품질공용,20240104142252.0,수입검사등록확인
81.0,20240104.0,3033.0,(주)삼원테크,Mars,PNO-A438-00-Z,MARS KNOB 가공 ◈ (GATE CUTTING) ◈ (Black),정상,외주가공,국내,KRW,15000,56.0,840000,1.0,840000,정산완료,15000.0,경유창고,O1202401040028,PA202401040023,DO202401040027,,㈜삼광,품질공용,20240104142253.0,수입검사등록확인
82.0,20240104.0,3033.0,(주)삼원테크,SM-F721U,GH64-08883A-S,SM-F721U 5G ANT DECO 사출 ◈ (제품 : 0.07G(1CAV)  / 런너 : 0.52G) ◈ (),정상,외주가공,국내,KRW,32000,19.0,608000,1.0,608000,정산완료,32000.0,경유창고,O1202401040021,PA202401040022,DO202401040024,구미 삼원테크,㈜삼광,품질공용,20240104142252.0,수입검사등록확인
83.0,20240104.0,3033.0,(주)삼원테크,Tab S6 Lite,PCB-B463-00-Z,TAB S6 LITE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,32.0,320000,1.0,320000,정산완료,10000.0,경유창고,O1202401040025,PA202401040023,DO202401040023,,㈜삼광,품질공용,20240104142253.0,수입검사등록확인
84.0,20240104.0,3033.0,(주)삼원테크,Tab S6 Lite,PNO-A423-00-Z,TAB S6 LITE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,71.0,710000,1.0,710000,정산완료,10000.0,경유창고,O1202401040027,PA202401040023,DO202401040026,,㈜삼광,품질공용,20240104142253.0,수입검사등록확인
85.0,20240104.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-02-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,37.0,370000,1.0,370000,정산완료,10000.0,경유창고,O1202401040026,PA202401040021,DO202401040025,경진기업 직납,㈜삼광,품질공용,20240104142253.0,수입검사등록확인
86.0,20240104.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-02-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,65.0,650000,1.0,650000,정산완료,10000.0,경유창고,O1202401040029,PA202401040021,DO202401040028,경진기업 직납,㈜삼광,품질공용,20240104142253.0,수입검사등록확인
87.0,20240104.0,3088.0,(주)삼광윈테크,B0,MCP-A256-00,B0 DECO CNC #3 ◈ (배면형상가공/타발/BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,14000,400.0,5600000,1.0,5600000,정산완료,14000.0,제품창고,O1202401040002,PA202401040005,DO202401030020,,㈜삼광,품질공용,20240104111601.0,수입검사등록확인
88.0,20240104.0,3088.0,(주)삼광윈테크,B0,MCP-A256-00,B0 DECO CNC #3 ◈ (배면형상가공/타발/BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,1000,400.0,400000,1.0,400000,정산완료,1000.0,제품창고,O1202401040003,PA202401040005,DO202401030021,,㈜삼광,품질공용,20240104111601.0,수입검사등록확인
89.0,20240104.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Dark Gray),정상,외주가공,국내,KRW,80000,397.0,31760000,1.0,31760000,정산완료,80000.0,제품창고,O1202401040004,PA202401040002,DO202401030026,,㈜삼광,품질공용,20240104111601.0,수입검사등록확인
90.0,20240104.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00-N2,E3 DECO CNC #2 ◈ (전면 형상가공 ) ◈ (Dark Gray),정상,외주가공,국내,KRW,80032,174.0,13925568,1.0,13925568,정산완료,80032.0,경유창고,O1202401040012,PA202401040015,DO202401040011,신진 #2차 <윤성>,㈜삼광,품질공용,20240104125557.0,수입검사등록확인
91.0,20240104.0,3088.0,(주)삼광윈테크,Mars,PCM-B525-00-N,"MARS FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (Black)",정상,외주가공,국내,KRW,3758,303.0,1138674,1.0,1138674,정산완료,3758.0,경유창고,O1202401040015,PA202401040014,DO202401040013,01/03 태산,㈜삼광,품질공용,20240104125557.0,수입검사등록확인
92.0,20240104.0,3088.0,(주)삼광윈테크,SM-F721U,GH64-08900A-N,SM-F721U FRONT DECO SUB NC  ◈ (전면DAMPER 가공 2POINT) ◈ (BLACK),정상,외주가공,국내,KRW,2800,800.0,2240000,1.0,2240000,정산완료,2800.0,경유창고,O1202401040001,PA202401040001,DO202401030025,,㈜삼광,품질공용,20240104111558.0,수입검사등록확인
93.0,20240104.0,3088.0,(주)삼광윈테크,SM-F721U,GH64-08900A-N,SM-F721U FRONT DECO SUB NC  ◈ (전면DAMPER 가공 2POINT) ◈ (BLACK),정상,외주가공,국내,KRW,4172,800.0,3337600,1.0,3337600,정산완료,4172.0,경유창고,O1202401040020,PA202401040017,DO202401040019,,㈜삼광,품질공용,20240104135955.0,수입검사등록확인
94.0,20240104.0,3088.0,(주)삼광윈테크,Tab S7,PCM-B474-00-N,"TAB S7 FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (Black)",정상,외주가공,국내,KRW,2877,303.0,871731,1.0,871731,정산완료,2877.0,경유창고,O1202401040014,PA202401040009,DO202401040007,01/03 경진S8_BLACK,㈜삼광,품질공용,20240104125557.0,수입검사등록확인
95.0,20240104.0,3088.0,(주)삼광윈테크,Tab S7,PCM-B474-00-N,"TAB S7 FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (Black)",정상,외주가공,국내,KRW,2796,303.0,847188,1.0,847188,정산완료,2796.0,경유창고,O1202401040013,PA202401040009,DO202401040007,01/03 경진S8_BLACK,㈜삼광,품질공용,20240104125557.0,수입검사등록확인
96.0,20240104.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-02-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (GRAY)",정상,외주가공,국내,KRW,3987,355.0,1415385,1.0,1415385,정산완료,3987.0,경유창고,O1202401040016,PA202401040010,DO202401040008,01/03 경진,㈜삼광,품질공용,20240104125557.0,수입검사등록확인
97.0,20240104.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-03-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (LIGHT GREEN)",정상,외주가공,국내,KRW,3854,355.0,1368170,1.0,1368170,정산완료,3854.0,경유창고,O1202401040017,PA202401040011,DO202401040009,01/03 경진,㈜삼광,품질공용,20240104125558.0,수입검사등록확인
98.0,20240104.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-03-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (LIGHT GREEN)",정상,외주가공,국내,KRW,4478,355.0,1589690,1.0,1589690,정산완료,4478.0,경유창고,O1202401040019,PA202401040013,DO202401040012,01/03 경진,㈜삼광,품질공용,20240104125558.0,수입검사등록확인
99.0,20240104.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-03-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (LIGHT GREEN)",정상,외주가공,국내,KRW,1816,355.0,644680,1.0,644680,정산완료,1816.0,경유창고,O1202401040018,PA202401040012,DO202401040010,01/03 경진,㈜삼광,품질공용,20240104125558.0,수입검사등록확인
100.0,20240104.0,3226.0,준테크(전 유신테크),SM-F721U,GH64-08899A,SM-F721U FRONT DECO MAIN NC ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,4971,930.0,4623030,1.0,4623030,정산완료,4971.0,경유창고,O1202401040040,PA202401040026,DO202401040016,,㈜삼광,김태완,20240104155518.0,수입검사등록확인
101.0,20240104.0,3226.0,준테크(전 유신테크),SM-F731U,GH64-09152A-N,SM-F731U FRONT DECO SUB NC ◈ (GATE 가공 6POINT ) ◈ (BLACK),정상,외주가공,국내,KRW,5040,725.0,3654000,1.0,3654000,정산완료,5040.0,경유창고,O1202401040041,PA202401040026,DO202401040031,,㈜삼광,김태완,20240104155518.0,수입검사등록확인
102.0,20240104.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,4200,733.0,3078600,1.0,3078600,정산완료,4200.0,제품창고,O1202401040037,PA202401040018,DO202401040014,,㈜삼광,품질공용,20240104142303.0,수입검사등록확인
103.0,20240104.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,2400,733.0,1759200,1.0,1759200,정산완료,2400.0,제품창고,O1202401040036,PA202401040018,DO202401040014,,㈜삼광,품질공용,20240104142303.0,수입검사등록확인
104.0,20240104.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,2500,85.0,212500,1.0,212500,정산완료,2500.0,제품창고,O1202401040033,PA202401040018,DO202401040004,,㈜삼광,품질공용,20240104142303.0,수입검사등록확인
105.0,20240104.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,2500,85.0,212500,1.0,212500,정산완료,2500.0,제품창고,O1202401040034,PA202401040018,DO202401040004,,㈜삼광,품질공용,20240104142303.0,수입검사등록확인
106.0,20240104.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,7500,85.0,637500,1.0,637500,정산완료,7500.0,제품창고,O1202401040032,PA202401040018,DO202401040004,,㈜삼광,품질공용,20240104142303.0,수입검사등록확인
107.0,20240104.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,5000,85.0,425000,1.0,425000,정산완료,5000.0,제품창고,O1202401040035,PA202401040018,DO202401040004,,㈜삼광,품질공용,20240104142303.0,수입검사등록확인
108.0,20240104.0,3247.0,태산테크 주식회사,Tab S6 Lite,PNO-A423-00,TAB S6 LITE KNOB 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,10000,120.0,1200000,1.0,1200000,정산완료,10000.0,제품창고,O1202401040038,PA202401040018,DO202401040015,,㈜삼광,품질공용,20240104142303.0,수입검사등록확인
109.0,20240104.0,3247.0,태산테크 주식회사,Tab S6 Lite,PNO-A423-00,TAB S6 LITE KNOB 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,10000,120.0,1200000,1.0,1200000,정산완료,10000.0,제품창고,O1202401040039,PA202401040018,DO202401040015,,㈜삼광,품질공용,20240104142303.0,수입검사등록확인
110.0,20240104.0,5367.0,모비텍,Mars,PCB-B526-00-Z,MARS REAR BODY 가공 ◈ (GATE CUTTING) ◈ (BLACK),정상,외주가공,국내,KRW,25000,31.0,775000,1.0,775000,정산완료,25000.0,경유창고,O1202401040030,PA202401040016,DO202401040018,,㈜삼광,품질공용,20240104142256.0,수입검사등록확인
111.0,20240104.0,5367.0,모비텍,Tab S6 Lite,PCM-B462-00-S,TAB S6 LITE FRONT BODY 사출 ◈ (WP-1100/G34349 (PC ABS GF10%)) ◈ (GRAY),정상,외주가공,국내,KRW,20000,179.0,3580000,1.0,3580000,정산완료,20000.0,경유창고,O1202401040031,PA202401040016,DO202401040017,,㈜삼광,품질공용,20240104142257.0,수입검사등록확인
112.0,20240104.0,7360.0,디엔케이(D.N.K),SM-F721U,GH64-08899A-N,SM-F721U FRONT DECO MAIN NC ◈ (전면RCV HOLE 가공 3POINT) ◈ (BLACK),정상,외주가공,국내,KRW,4418,800.0,3534400,1.0,3534400,정산완료,4418.0,경유창고,O1202401040009,PA202401040003,DO202401030002,,㈜삼광,품질공용,20240104111610.0,수입검사등록확인
113.0,20240104.0,7360.0,디엔케이(D.N.K),SM-F721U,GH64-08899A-N,SM-F721U FRONT DECO MAIN NC ◈ (전면RCV HOLE 가공 3POINT) ◈ (BLACK),정상,외주가공,국내,KRW,243,800.0,194400,1.0,194400,정산완료,243.0,경유창고,O1202401040008,PA202401040003,DO202401030001,,㈜삼광,품질공용,20240104111610.0,수입검사등록확인
114.0,20240104.0,7362.0,주식회사 삼원테크(구미),SM-F721U,GH64-08899A-D,SM-F721U FRONT DECO MAIN 도장 ◈ (듀얼 3코팅 / 중부페인트) ◈ (),정상,외주가공,국내,KRW,8797,620.0,5454140,1.0,5454140,정산완료,8797.0,경유창고,O1202401040010,PA202401040004,DO202401040005,,㈜삼광,품질공용,20240104111614.0,수입검사등록확인
115.0,20240104.0,7362.0,주식회사 삼원테크(구미),SM-F721U,GH64-08900A-D,SM-F721U FRONT DECO SUB 도장 ◈ (듀얼 3코팅 / 중부페인트) ◈ (),정상,외주가공,국내,KRW,6813,620.0,4224060,1.0,4224060,정산완료,6813.0,경유창고,O1202401040011,PA202401040004,DO202401040006,,㈜삼광,품질공용,20240104111614.0,수입검사등록확인
116.0,20240104.0,7531.0,진성텍,SM-F721U,GH64-08900A,SM-F721U FRONT DECO SUB NC  ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,3114,930.0,2896020,1.0,2896020,정산완료,3114.0,경유창고,O1202401040043,PA202401040030,DO202401040033,,㈜삼광,품질공용,20240104163152.0,수입검사등록확인
117.0,20240104.0,7608.0,코지텍아이엔씨 주식회사,E3,MCP-A322-01,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Light Gray),정상,외주가공,국내,KRW,60000,397.0,23820000,1.0,23820000,정산완료,60000.0,제품창고,O1202401040042,PA202401040025,DO202401030027,,㈜삼광,품질공용,20240104162644.0,수입검사등록확인
118.0,20240104.0,,Sub Total,,,,,,,,722586,0.0,137055436,0.0,137055436,미정산,0.0,,,,,,,,,
119.0,20240105.0,1027.0,태령기업,TAB S9 FE,PCB-B683-03,TAB S9 FE REAR BODY 도장 ◈ (UT 3COAT) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,10000,112.0,1120000,1.0,1120000,정산완료,10000.0,제품창고,O1202401050029,PA202401050021,DO202401050024,,㈜삼광,품질공용,20240105162640.0,수입검사등록확인
120.0,20240105.0,1027.0,태령기업,TAB S9 FE ,PNO-A509-03,TAB S9 FE KNOB 도장 ◈ (UT 3COAT) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,10000,130.0,1300000,1.0,1300000,정산완료,10000.0,제품창고,O1202401050030,PA202401050021,DO202401050025,,㈜삼광,품질공용,20240105162640.0,수입검사등록확인
121.0,20240105.0,3033.0,(주)삼원테크,C18,100-208570-000-E,C18 BUTTON C1 인쇄 ◈ (PAD PRINT LABEL SHOWN IN GREY COLOR BLACK) ◈ (GRAY),정상,외주가공,국내,KRW,500,295.0,147500,1.0,147500,정산완료,500.0,경유창고,O1202401050019,PA202401050016,DO202401050013,,㈜삼광,품질공용,20240105150811.0,수입검사등록확인
122.0,20240105.0,3033.0,(주)삼원테크,C18,100-208571-000-E,C18 BUTTON C2 인쇄 ◈ (PAD PRINT LABEL SHOWN IN GREY COLOR BLACK) ◈ (GRAY),정상,외주가공,국내,KRW,500,295.0,147500,1.0,147500,정산완료,500.0,경유창고,O1202401050020,PA202401050016,DO202401050014,,㈜삼광,품질공용,20240105150814.0,수입검사등록확인
123.0,20240105.0,3033.0,(주)삼원테크,C18,100-208572-000-E,C18 BUTTON C3 인쇄 ◈ (PAD PRINT LABEL SHOWN IN GREY COLOR BLACK) ◈ (GRAY),정상,외주가공,국내,KRW,500,315.0,157500,1.0,157500,정산완료,500.0,경유창고,O1202401050021,PA202401050016,DO202401050015,,㈜삼광,품질공용,20240105150814.0,수입검사등록확인
124.0,20240105.0,3033.0,(주)삼원테크,C18,100-208573-000-E,C18 BUTTON PWR 인쇄 ◈ (PAD PRINT LABEL SHOWN IN GREY COLOR BLACK) ◈ (GRAY),정상,외주가공,국내,KRW,500,295.0,147500,1.0,147500,정산완료,500.0,경유창고,O1202401050022,PA202401050016,DO202401050016,,㈜삼광,품질공용,20240105150814.0,수입검사등록확인
125.0,20240105.0,3033.0,(주)삼원테크,C18,100-208574-000-E,C18 BUTTON LAUNCH/LAND 인쇄 ◈ (PAD PRINT LABEL SHOWN IN GREY COLOR BLACK) ◈ (GRAY),정상,외주가공,국내,KRW,500,295.0,147500,1.0,147500,정산완료,500.0,경유창고,O1202401050023,PA202401050016,DO202401050017,,㈜삼광,품질공용,20240105150814.0,수입검사등록확인
126.0,20240105.0,3033.0,(주)삼원테크,C18,100-208575-000-E,C18 BUTTON PAUSE 인쇄 ◈ (PAD PRINT LABEL SHOWN IN GREY COLOR BLACK) ◈ (GRAY),정상,외주가공,국내,KRW,500,295.0,147500,1.0,147500,정산완료,500.0,경유창고,O1202401050024,PA202401050016,DO202401050018,,㈜삼광,품질공용,20240105150814.0,수입검사등록확인
127.0,20240105.0,3033.0,(주)삼원테크,C18,100-208856-000-B,"C18 BUTTON, BACK 인쇄 ◈ (PAD PRINT LABEL SHOWN IN GREY COLOR BLACK) ◈ (GRAY)",정상,외주가공,국내,KRW,500,240.0,120000,1.0,120000,정산완료,500.0,경유창고,O1202401050025,PA202401050016,DO202401050019,,㈜삼광,품질공용,20240105150814.0,수입검사등록확인
128.0,20240105.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,80640,15.0,1209600,1.0,1209600,정산완료,80640.0,경유창고,O1202401050003,PA202401050006,DO202401050008,삼광윈테크 직납,㈜삼광,품질공용,20240105113153.0,수입검사등록확인
129.0,20240105.0,3033.0,(주)삼원테크,Tab S6 Lite,PCB-B463-00-Z,TAB S6 LITE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,32.0,320000,1.0,320000,정산완료,10000.0,경유창고,O1202401050004,PA202401050008,DO202401050002,,㈜삼광,품질공용,20240105113153.0,수입검사등록확인
130.0,20240105.0,3033.0,(주)삼원테크,Tab S6 Lite,PNO-A423-00-Z,TAB S6 LITE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,71.0,710000,1.0,710000,정산완료,10000.0,경유창고,O1202401050007,PA202401050008,DO202401050005,,㈜삼광,품질공용,20240105113153.0,수입검사등록확인
131.0,20240105.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-02-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,37.0,370000,1.0,370000,정산완료,10000.0,경유창고,O1202401050005,PA202401050007,DO202401050003,,㈜삼광,품질공용,20240105113153.0,수입검사등록확인
132.0,20240105.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-03-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,20000,37.0,740000,1.0,740000,정산완료,20000.0,경유창고,O1202401050006,PA202401050007,DO202401050004,경진기업 직납,㈜삼광,품질공용,20240105113153.0,수입검사등록확인
133.0,20240105.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-02-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,65.0,650000,1.0,650000,정산완료,10000.0,경유창고,O1202401050008,PA202401050007,DO202401050006,경진기업 직납,㈜삼광,품질공용,20240105113153.0,수입검사등록확인
134.0,20240105.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-03-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,15000,65.0,975000,1.0,975000,정산완료,15000.0,경유창고,O1202401050009,PA202401050007,DO202401050007,경진기업 직납,㈜삼광,품질공용,20240105113153.0,수입검사등록확인
135.0,20240105.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Dark Gray),정상,외주가공,국내,KRW,60000,397.0,23820000,1.0,23820000,정산완료,60000.0,제품창고,O1202401050001,PA202401040029,DO202401040032,,㈜삼광,김태완,20240105070133.0,수입검사등록확인
