No.,입고일,거래처,거래처명,품목군,품목코드,품목정보,구분,입고구분,매입구분,화폐,입고량,단가,금액,환율,환산금액,정산구분,정산수량,입고창고,입고전표번호,접수번호,DO번호,비고,사업장,최종수정자,최종수정일시,등록프로그램
495.0,20240119.0,3033.0,(주)삼원테크,SM-F721U,GH64-08899A-S,SM-F721U FRONT DECO MAIN 사출 ◈ (제품:0.68G(2CAV) / 런너:3.64G) ◈ (),정상,외주가공,국내,KRW,3600,133.0,478800,1.0,478800,정산완료,3600.0,경유창고,O1202401190015,PA202401190018,DO202401190014,구미 삼원테크,㈜삼광,최석주,20240119110417.0,외주접수등록
496.0,20240119.0,3033.0,(주)삼원테크,SM-F721U,GH64-08899A-S,SM-F721U FRONT DECO MAIN 사출 ◈ (제품:0.68G(2CAV) / 런너:3.64G) ◈ (),정상,외주가공,국내,KRW,3960,133.0,526680,1.0,526680,정산완료,3960.0,경유창고,O1202401190015,PA202401190018,DO202401190015,구미 삼원테크,㈜삼광,최석주,20240119110417.0,외주접수등록
497.0,20240119.0,3033.0,(주)삼원테크,SM-F721U,GH64-08900A-S,SM-F721U FRONT DECO SUB 사출 ◈ (제품:0.69G(2CAV) / 런너:3.66G) ◈ (),정상,외주가공,국내,KRW,4320,133.0,574560,1.0,574560,정산완료,4320.0,경유창고,O1202401190016,PA202401190019,DO202401190016,구미 삼원테크,㈜삼광,최석주,20240119110432.0,외주접수등록
498.0,20240119.0,3033.0,(주)삼원테크,SM-F721U,GH64-08900A-S,SM-F721U FRONT DECO SUB 사출 ◈ (제품:0.69G(2CAV) / 런너:3.66G) ◈ (),정상,외주가공,국내,KRW,4680,133.0,622440,1.0,622440,정산완료,4680.0,경유창고,O1202401190016,PA202401190019,DO202401190017,구미 삼원테크,㈜삼광,최석주,20240119110432.0,외주접수등록
499.0,20240119.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-02-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,15000,37.0,555000,1.0,555000,정산완료,15000.0,경유창고,O1202401190026,PA202401190017,DO202401190012,경진기업 직납,㈜삼광,품질공용,20240119111921.0,수입검사등록확인
500.0,20240119.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-02-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,15000,65.0,975000,1.0,975000,정산완료,15000.0,경유창고,O1202401190027,PA202401190017,DO202401190013,태령 직납,㈜삼광,품질공용,20240119111921.0,수입검사등록확인
501.0,20240119.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Dark Gray),정상,외주가공,국내,KRW,20000,397.0,7940000,1.0,7940000,정산완료,20000.0,제품창고,O1202401190007,PA202401190002,DO202401180037,,㈜삼광,품질공용,20240119095408.0,수입검사등록확인
502.0,20240119.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00-N2,E3 DECO CNC #2 ◈ (전면 형상가공 ) ◈ (Dark Gray),정상,외주가공,국내,KRW,80180,174.0,13951320,1.0,13951320,정산완료,80180.0,경유창고,O1202401190019,PA202401190024,DO202401190023,신진 #2차<알루코>,㈜삼광,품질공용,20240119111915.0,수입검사등록확인
503.0,20240119.0,3088.0,(주)삼광윈테크,E3,MCP-A322-01,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Light Gray),정상,외주가공,국내,KRW,40000,397.0,15880000,1.0,15880000,정산완료,40000.0,제품창고,O1202401190008,PA202401190002,DO202401180038,,㈜삼광,품질공용,20240119095408.0,수입검사등록확인
504.0,20240119.0,3088.0,(주)삼광윈테크,Mars,PCM-B525-00-N,"MARS FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (Black)",정상,외주가공,국내,KRW,4098,303.0,1241694,1.0,1241694,정산완료,4098.0,경유창고,O1202401190020,PA202401190025,DO202401190018,01/18 태산,㈜삼광,품질공용,20240119111915.0,수입검사등록확인
505.0,20240119.0,3088.0,(주)삼광윈테크,SM-F721U,GH64-08900A-N,SM-F721U FRONT DECO SUB NC  ◈ (전면DAMPER 가공 2POINT) ◈ (BLACK),정상,외주가공,국내,KRW,1777,800.0,1421600,1.0,1421600,정산완료,1777.0,경유창고,O1202401190031,PA202401190027,DO202401190025,,㈜삼광,품질공용,20240119153654.0,수입검사등록확인
506.0,20240119.0,3088.0,(주)삼광윈테크,SM-F721U,GH64-08900A-N,SM-F721U FRONT DECO SUB NC  ◈ (전면DAMPER 가공 2POINT) ◈ (BLACK),정상,외주가공,국내,KRW,1653,800.0,1322400,1.0,1322400,정산완료,1653.0,경유창고,O1202401190006,PA202401190001,DO202401180035,,㈜삼광,품질공용,20240119095407.0,수입검사등록확인
507.0,20240119.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A,SM-F936U FRONT DECO MAIN NC ◈ (배면: GATE 가공 8POINT + 형상가공 1POINT/ 전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,844,1220.0,1029680,1.0,1029680,정산완료,844.0,경유창고,O1202401190017,PA202401190015,DO202401190010,,㈜삼광,품질공용,20240119111915.0,수입검사등록확인
508.0,20240119.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A,SM-F936U FRONT DECO MAIN NC ◈ (배면: GATE 가공 8POINT + 형상가공 1POINT/ 전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,1139,1220.0,1389580,1.0,1389580,정산완료,1139.0,경유창고,O1202401190044,PA202401190031,DO202401190032,,㈜삼광,품질공용,20240119163014.0,수입검사등록확인
509.0,20240119.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A-N,SM-F936U FRONT DECO MAIN NC ◈ (전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,2150,975.0,2096250,1.0,2096250,정산완료,2150.0,경유창고,O1202401190018,PA202401190015,DO202401190009,,㈜삼광,품질공용,20240119111915.0,수입검사등록확인
510.0,20240119.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08862A,SM-F936U FRONT DECO SUB NC ◈ (배면: GATE 가공 8POINT) ◈ (BLACK),정상,외주가공,국내,KRW,1107,1020.0,1129140,1.0,1129140,정산완료,1107.0,경유창고,O1202401190030,PA202401190027,DO202401190026,,㈜삼광,품질공용,20240119153652.0,수입검사등록확인
511.0,20240119.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08862A,SM-F936U FRONT DECO SUB NC ◈ (배면: GATE 가공 8POINT) ◈ (BLACK),정상,외주가공,국내,KRW,862,1020.0,879240,1.0,879240,정산완료,862.0,경유창고,O1202401190005,PA202401190001,DO202401180036,,㈜삼광,품질공용,20240119095406.0,수입검사등록확인
512.0,20240119.0,3088.0,(주)삼광윈테크,TAB S9,PCM-B682-01-N,"TAB S9 FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (BEIGE)",정상,외주가공,국내,KRW,8621,340.0,2931140,1.0,2931140,정산완료,8621.0,경유창고,O1202401190021,PA202401190022,DO202401190021,01/18 태령,㈜삼광,품질공용,20240119111915.0,수입검사등록확인
513.0,20240119.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-02-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (GRAY)",정상,외주가공,국내,KRW,24490,355.0,8693950,1.0,8693950,정산완료,24490.0,경유창고,O1202401190022,PA202401190023,DO202401190022,01/18 태령,㈜삼광,품질공용,20240119111915.0,수입검사등록확인
514.0,20240119.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-03-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (LIGHT GREEN)",정상,외주가공,국내,KRW,4204,355.0,1492420,1.0,1492420,정산완료,4204.0,경유창고,O1202401190023,PA202401190021,DO202401190020,01/18 태령,㈜삼광,품질공용,20240119111915.0,수입검사등록확인
515.0,20240119.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-04-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (LIGHT PINK)",정상,외주가공,국내,KRW,12079,355.0,4288045,1.0,4288045,정산완료,12079.0,경유창고,O1202401190024,PA202401190020,DO202401190019,01/18 태령,㈜삼광,품질공용,20240119111916.0,수입검사등록확인
516.0,20240119.0,3247.0,태산테크 주식회사,Mars,PCB-B526-00,MARS REAR BODY 도장 ◈ (SF 4COAT) ◈ (BLACK),정상,외주가공,국내,KRW,2500,89.0,222500,1.0,222500,정산완료,2500.0,제품창고,O1202401190034,PA202401190028,DO202401190005,,㈜삼광,품질공용,20240119153703.0,수입검사등록확인
517.0,20240119.0,3247.0,태산테크 주식회사,Mars,PCB-B526-00,MARS REAR BODY 도장 ◈ (SF 4COAT) ◈ (BLACK),정상,외주가공,국내,KRW,5000,89.0,445000,1.0,445000,정산완료,5000.0,제품창고,O1202401190033,PA202401190028,DO202401190005,,㈜삼광,품질공용,20240119153703.0,수입검사등록확인
518.0,20240119.0,3247.0,태산테크 주식회사,Mars,PCB-B526-00,MARS REAR BODY 도장 ◈ (SF 4COAT) ◈ (BLACK),정상,외주가공,국내,KRW,2500,89.0,222500,1.0,222500,정산완료,2500.0,제품창고,O1202401190035,PA202401190028,DO202401190005,,㈜삼광,품질공용,20240119153703.0,수입검사등록확인
519.0,20240119.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,6000,733.0,4398000,1.0,4398000,정산완료,6000.0,제품창고,O1202401190037,PA202401190028,DO202401190028,,㈜삼광,품질공용,20240119153703.0,수입검사등록확인
520.0,20240119.0,3247.0,태산테크 주식회사,Mars,PNO-A438-00,MARS KNOB 도장 ◈ (SF 4COAT) ◈ (Black),정상,외주가공,국내,KRW,10000,104.0,1040000,1.0,1040000,정산완료,10000.0,제품창고,O1202401190038,PA202401190028,DO202401190002,,㈜삼광,품질공용,20240119153703.0,수입검사등록확인
521.0,20240119.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCM-B462-00,TAB S6 LITE FRONT BODY 레이저 ◈ (삼성로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,7200,614.0,4420800,1.0,4420800,정산완료,7200.0,제품창고,O1202401190036,PA202401190028,DO202401190027,,㈜삼광,품질공용,20240119153703.0,수입검사등록확인
522.0,20240119.0,5367.0,모비텍,Tab S7,PCM-B474-00-S,TAB S7 FRONT BODY 사출 ◈ (WP1100 K2261) ◈ (Black),정상,외주가공,국내,KRW,3000,173.0,519000,1.0,519000,정산완료,3000.0,경유창고,O1202401190009,PA202401190009,DO202401190006,,㈜삼광,품질공용,20240119095411.0,수입검사등록확인
523.0,20240119.0,5367.0,모비텍,Tab S7,PCM-B474-00-S,TAB S7 FRONT BODY 사출 ◈ (WP1100 K2261) ◈ (Black),정상,외주가공,국내,KRW,1000,173.0,173000,1.0,173000,정산완료,1000.0,경유창고,O1202401190010,PA202401190009,DO202401190007,,㈜삼광,품질공용,20240119095412.0,수입검사등록확인
524.0,20240119.0,7360.0,디엔케이(D.N.K),SM-F721U,GH98-47726A,SM-F721U ASSY-5G ANT DECO ◈ (COMPOSITE GRAY) ◈ (COMPOSITE GRAY),정상,외주가공,국내,KRW,3306,250.0,826500,1.0,826500,정산완료,3306.0,제품창고,O1202401190028,PA202401190013,DO202401180033,,㈜삼광,품질공용,20240119111925.0,수입검사등록확인
525.0,20240119.0,7362.0,주식회사 삼원테크(구미),SM-F936U,GH64-08861A-D,SM-F936U FRONT DECO MAIN 도장 ◈ (중부 듀얼 3COT) ◈ (BLACK),정상,외주가공,국내,KRW,1715,775.0,1329125,1.0,1329125,정산완료,1715.0,경유창고,O1202401190011,PA202401190007,DO202401190004,,㈜삼광,품질공용,20240119095415.0,수입검사등록확인
526.0,20240119.0,7362.0,주식회사 삼원테크(구미),SM-F936U,GH64-08861A-D,SM-F936U FRONT DECO MAIN 도장 ◈ (중부 듀얼 3COT) ◈ (BLACK),정상,외주가공,국내,KRW,1527,775.0,1183425,1.0,1183425,정산완료,1527.0,경유창고,O1202401190012,PA202401190007,DO202401190003,,㈜삼광,품질공용,20240119095415.0,수입검사등록확인
527.0,20240119.0,7362.0,주식회사 삼원테크(구미),SM-F936U,GH64-08862A-D,SM-F936U FRONT DECO SUB 도장 ◈ (중부 듀얼 3COT) ◈ (BLACK),정상,외주가공,국내,KRW,4295,775.0,3328625,1.0,3328625,정산완료,4295.0,경유창고,O1202401190013,PA202401190006,DO202401190001,,㈜삼광,품질공용,20240119095416.0,수입검사등록확인
528.0,20240119.0,7531.0,진성텍,SM-F721U,GH64-08900A,SM-F721U FRONT DECO SUB NC  ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,1588,930.0,1476840,1.0,1476840,정산완료,1588.0,경유창고,O1202401190002,PA202401180031,DO202401180031,,㈜삼광,품질공용,20240119065909.0,수입검사등록확인
529.0,20240119.0,7531.0,진성텍,SM-F936U,GH64-08861A-N1,SM-F936U FRONT DECO MAIN NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,1200,1085.0,1302000,1.0,1302000,정산완료,1200.0,경유창고,O1202401190032,PA202401190026,DO202401190024,,㈜삼광,품질공용,20240119153656.0,수입검사등록확인
530.0,20240119.0,7531.0,진성텍,SM-F936U,GH64-08861A-N1,SM-F936U FRONT DECO MAIN NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,2193,1085.0,2379405,1.0,2379405,정산완료,2193.0,경유창고,O1202401190001,PA202401180031,DO202401180032,,㈜삼광,품질공용,20240119065907.0,수입검사등록확인
531.0,20240119.0,7531.0,진성텍,SM-F936U,GH64-08861A-N1,SM-F936U FRONT DECO MAIN NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,2400,1085.0,2604000,1.0,2604000,정산완료,2400.0,경유창고,O1202401190043,PA202401190030,DO202401190030,,㈜삼광,품질공용,20240119161541.0,수입검사등록확인
532.0,20240119.0,7531.0,진성텍,SM-F936U,GH64-08862A-N,SM-F936U FRONT DECO SUB NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,3342,880.0,2940960,1.0,2940960,정산완료,3342.0,경유창고,O1202401190029,PA202401190014,DO202401190008,,㈜삼광,품질공용,20240119111927.0,수입검사등록확인
533.0,20240119.0,7601.0,준테크윈,E3,MCP-A322-01-AN,E3 DECO 아노다이징  ◈ (LIGHT GRAY) ◈ (Light Gray),정상,외주가공,국내,KRW,163326,52.0,8492952,1.0,8492952,정산완료,163326.0,경유창고,O1202401190014,PA202401190008,DO202401180034,,㈜삼광,품질공용,20240119095418.0,수입검사등록확인
534.0,20240119.0,7608.0,코지텍아이엔씨 주식회사,E3,MCP-A322-02,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Yellow Gold),정상,외주가공,국내,KRW,80000,397.0,31760000,1.0,31760000,정산완료,80000.0,제품창고,O1202401190003,PA202401180024,DO202401170050,,㈜삼광,품질공용,20240119065914.0,수입검사등록확인
535.0,20240119.0,,Sub Total,,,,,,,,633416,0.0,151408971,0.0,151408971,미정산,0.0,,,,,,,,,
536.0,20240122.0,1027.0,태령기업,TAB S9,PCM-B682-01,TAB S9 FRONT BODY 레이 ◈ (삼성 로고 레이저) ◈ (BEIGE),정상,외주가공,국내,KRW,10200,740.0,7548000,1.0,7548000,정산완료,10200.0,제품창고,O1202401220029,PA202401190029,DO202401190034,,㈜삼광,품질공용,20240122105546.0,수입검사등록확인
537.0,20240122.0,1027.0,태령기업,TAB S9 FE,PCM-B682-03,TAB S9 FE FRONT BODY 인쇄 ◈ (하도 인쇄) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,5400,835.0,4509000,1.0,4509000,정산완료,5400.0,제품창고,O1202401220030,PA202401190029,DO202401190033,,㈜삼광,품질공용,20240122105546.0,수입검사등록확인
538.0,20240122.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,31360,15.0,470400,1.0,470400,정산완료,31360.0,경유창고,O1202401220007,PA202401220009,DO202401220013,삼광윈테크 직납,㈜삼광,품질공용,20240122105430.0,수입검사등록확인
539.0,20240122.0,3033.0,(주)삼원테크,SM-F721U,GH64-08899A-S,SM-F721U FRONT DECO MAIN 사출 ◈ (제품:0.68G(2CAV) / 런너:3.64G) ◈ (),정상,외주가공,국내,KRW,3960,133.0,526680,1.0,526680,정산완료,3960.0,경유창고,O1202401220004,PA202401220012,DO202401220014,구미 삼원테크,㈜삼광,최석주,20240122102609.0,외주접수등록
540.0,20240122.0,3033.0,(주)삼원테크,SM-F721U,GH64-08899A-S,SM-F721U FRONT DECO MAIN 사출 ◈ (제품:0.68G(2CAV) / 런너:3.64G) ◈ (),정상,외주가공,국내,KRW,3600,133.0,478800,1.0,478800,정산완료,3600.0,경유창고,O1202401220004,PA202401220012,DO202401220015,구미 삼원테크,㈜삼광,최석주,20240122102607.0,외주접수등록
541.0,20240122.0,3033.0,(주)삼원테크,SM-F721U,GH64-08900A-S,SM-F721U FRONT DECO SUB 사출 ◈ (제품:0.69G(2CAV) / 런너:3.66G) ◈ (),정상,외주가공,국내,KRW,3960,133.0,526680,1.0,526680,정산완료,3960.0,경유창고,O1202401220005,PA202401220013,DO202401220016,구미 삼원테크,㈜삼광,최석주,20240122102626.0,외주접수등록
542.0,20240122.0,3033.0,(주)삼원테크,SM-F721U,GH64-08900A-S,SM-F721U FRONT DECO SUB 사출 ◈ (제품:0.69G(2CAV) / 런너:3.66G) ◈ (),정상,외주가공,국내,KRW,3960,133.0,526680,1.0,526680,정산완료,3960.0,경유창고,O1202401220005,PA202401220013,DO202401220017,구미 삼원테크,㈜삼광,최석주,20240122102626.0,외주접수등록
543.0,20240122.0,3033.0,(주)삼원테크,Tab S6 Lite,PCB-B463-00-Z,TAB S6 LITE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,32.0,320000,1.0,320000,정산완료,10000.0,경유창고,O1202401220008,PA202401220014,DO202401220011,,㈜삼광,품질공용,20240122105430.0,수입검사등록확인
544.0,20240122.0,3033.0,(주)삼원테크,Tab S6 Lite,PNO-A423-00-Z,TAB S6 LITE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,71.0,710000,1.0,710000,정산완료,10000.0,경유창고,O1202401220014,PA202401220014,DO202401220012,,㈜삼광,품질공용,20240122105431.0,수입검사등록확인
545.0,20240122.0,3033.0,(주)삼원테크,TAB S9,PCB-B683-00-Z,TAB S9 REAR BODY 가공 ◈ (GATE CUTTING) ◈ (BLACK),정상,외주가공,국내,KRW,10000,35.0,350000,1.0,350000,정산완료,10000.0,경유창고,O1202401220009,PA202401220010,DO202401220018,태령직납,㈜삼광,품질공용,20240122105430.0,수입검사등록확인
546.0,20240122.0,3033.0,(주)삼원테크,TAB S9,PCB-B683-01-Z,TAB S9 REAR BODY 가공 ◈ (GATE CUTTING) ◈ (BEIGE),정상,외주가공,국내,KRW,15000,35.0,525000,1.0,525000,정산완료,15000.0,경유창고,O1202401220010,PA202401220010,DO202401220019,태령직납,㈜삼광,품질공용,20240122105430.0,수입검사등록확인
547.0,20240122.0,3033.0,(주)삼원테크,TAB S9,PNO-A509-00-Z,TAB S9 KNOB 가공 ◈ (GATE CUTTING) ◈ (BLACK),정상,외주가공,국내,KRW,15000,63.0,945000,1.0,945000,정산완료,15000.0,경유창고,O1202401220015,PA202401220011,DO202401220023,태령직납,㈜삼광,품질공용,20240122105431.0,수입검사등록확인
548.0,20240122.0,3033.0,(주)삼원테크,TAB S9,PNO-A509-01-Z,TAB S9 KNOB 가공 ◈ (GATE CUTTING) ◈ (BEIGE),정상,외주가공,국내,KRW,15000,63.0,945000,1.0,945000,정산완료,15000.0,경유창고,O1202401220016,PA202401220011,DO202401220024,태령직납,㈜삼광,품질공용,20240122105431.0,수입검사등록확인
549.0,20240122.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-02-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,15000,37.0,555000,1.0,555000,정산완료,15000.0,경유창고,O1202401220011,PA202401220010,DO202401220020,태령직납,㈜삼광,품질공용,20240122105430.0,수입검사등록확인
550.0,20240122.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-03-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,15000,37.0,555000,1.0,555000,정산완료,15000.0,경유창고,O1202401220012,PA202401220010,DO202401220021,태령직납,㈜삼광,품질공용,20240122105430.0,수입검사등록확인
551.0,20240122.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-04-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (LIGHT PINK),정상,외주가공,국내,KRW,10000,37.0,370000,1.0,370000,정산완료,10000.0,경유창고,O1202401220013,PA202401220010,DO202401220022,태령직납,㈜삼광,품질공용,20240122105430.0,수입검사등록확인
552.0,20240122.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-02-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,15000,65.0,975000,1.0,975000,정산완료,15000.0,경유창고,O1202401220017,PA202401220011,DO202401220025,태령직납,㈜삼광,품질공용,20240122105431.0,수입검사등록확인
553.0,20240122.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-03-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,15000,65.0,975000,1.0,975000,정산완료,15000.0,경유창고,O1202401220018,PA202401220011,DO202401220026,태령직납,㈜삼광,품질공용,20240122105431.0,수입검사등록확인
554.0,20240122.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-04-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (LIGHT PINK),정상,외주가공,국내,KRW,10000,65.0,650000,1.0,650000,정산완료,10000.0,경유창고,O1202401220019,PA202401220011,DO202401220027,태령직납,㈜삼광,품질공용,20240122105431.0,수입검사등록확인
555.0,20240122.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Dark Gray),정상,외주가공,국내,KRW,40000,397.0,15880000,1.0,15880000,정산완료,40000.0,제품창고,O1202401220002,PA202401190032,DO202401190039,,㈜삼광,품질공용,20240122065951.0,수입검사등록확인
556.0,20240122.0,3088.0,(주)삼광윈테크,E3,MCP-A322-01,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Light Gray),정상,외주가공,국내,KRW,20000,397.0,7940000,1.0,7940000,정산완료,20000.0,제품창고,O1202401220003,PA202401190032,DO202401190029,,㈜삼광,품질공용,20240122065951.0,수입검사등록확인
557.0,20240122.0,3088.0,(주)삼광윈테크,Mars,PCM-B525-00-N,"MARS FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (Black)",정상,외주가공,국내,KRW,3973,303.0,1203819,1.0,1203819,정산완료,3973.0,경유창고,O1202401220032,PA202401220017,DO202401220034,01/19 태산,㈜삼광,품질공용,20240122134432.0,수입검사등록확인
558.0,20240122.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A,SM-F936U FRONT DECO MAIN NC ◈ (배면: GATE 가공 8POINT + 형상가공 1POINT/ 전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,1830,1220.0,2232600,1.0,2232600,정산완료,1830.0,경유창고,O1202401220042,PA202401220028,DO202401220052,,㈜삼광,품질공용,20240122161942.0,수입검사등록확인
559.0,20240122.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A,SM-F936U FRONT DECO MAIN NC ◈ (배면: GATE 가공 8POINT + 형상가공 1POINT/ 전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,925,1220.0,1128500,1.0,1128500,정산완료,925.0,경유창고,O1202401220041,PA202401220020,DO202401220045,,㈜삼광,품질공용,20240122161939.0,수입검사등록확인
560.0,20240122.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A-N,SM-F936U FRONT DECO MAIN NC ◈ (전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,719,975.0,701025,1.0,701025,정산완료,719.0,경유창고,O1202401220044,PA202401220027,DO202401220051,,㈜삼광,품질공용,20240122161942.0,수입검사등록확인
561.0,20240122.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A-N,SM-F936U FRONT DECO MAIN NC ◈ (전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,1838,975.0,1792050,1.0,1792050,정산완료,1838.0,경유창고,O1202401220043,PA202401220020,DO202401220044,,㈜삼광,품질공용,20240122161942.0,수입검사등록확인
562.0,20240122.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A-N,SM-F936U FRONT DECO MAIN NC ◈ (전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,1187,975.0,1157325,1.0,1157325,정산완료,1187.0,경유창고,O1202401220001,PA202401190031,DO202401190031,,㈜삼광,김태완,20240122065948.0,수입검사등록확인
563.0,20240122.0,3088.0,(주)삼광윈테크,Tab S6 Lite,PCM-B462-00-N,"TAB S6 LITE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (GRAY)",정상,외주가공,국내,KRW,20802,314.0,6531828,1.0,6531828,정산완료,20802.0,경유창고,O1202401220031,PA202401220017,DO202401220035,01/19 태산,㈜삼광,품질공용,20240122134432.0,수입검사등록확인
564.0,20240122.0,3088.0,(주)삼광윈테크,TAB S9,PCM-B682-01-N,"TAB S9 FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (BEIGE)",정상,외주가공,국내,KRW,4156,340.0,1413040,1.0,1413040,정산완료,4156.0,경유창고,O1202401220033,PA202401220018,DO202401220038,01/18 태령,㈜삼광,품질공용,20240122134432.0,수입검사등록확인
565.0,20240122.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-02-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (GRAY)",정상,외주가공,국내,KRW,12026,355.0,4269230,1.0,4269230,정산완료,12026.0,경유창고,O1202401220034,PA202401220018,DO202401220036,01/18 태령,㈜삼광,품질공용,20240122134432.0,수입검사등록확인
566.0,20240122.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-03-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (LIGHT GREEN)",정상,외주가공,국내,KRW,2192,355.0,778160,1.0,778160,정산완료,2192.0,경유창고,O1202401220035,PA202401220018,DO202401220037,01/18 태령,㈜삼광,품질공용,20240122134432.0,수입검사등록확인
567.0,20240122.0,3226.0,준테크(전 유신테크),SM-F721U,GH64-08899A,SM-F721U FRONT DECO MAIN NC ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,9368,930.0,8712240,1.0,8712240,정산완료,9368.0,경유창고,O1202401220038,PA202401220019,DO202401220046,,㈜삼광,품질공용,20240122134438.0,수입검사등록확인
